Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Enterobacter cloacae complex],Enterobacter cloacae complex,82.8,82.8,98%,5e-18,80.85,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_206805314.1?report=genbank&log$=prottop&blast_rank=1280&RID=1W6HPFAE013"",""WP_206805314.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Enterobacter],Enterobacter,82.8,82.8,98%,5e-18,80.85,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028015881.1?report=genbank&log$=prottop&blast_rank=1281&RID=1W6HPFAE013"",""WP_028015881.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EAM7072751.1?report=genbank&log$=prottop&blast_rank=1282&RID=1W6HPFAE013"",""EAM7072751.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EAT2976730.1?report=genbank&log$=prottop&blast_rank=1283&RID=1W6HPFAE013"",""EAT2976730.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica serovar Havana],Salmonella enterica subsp. enterica serovar Havana,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EDQ2367753.1?report=genbank&log$=prottop&blast_rank=1284&RID=1W6HPFAE013"",""EDQ2367753.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica serovar Enteritidis],Salmonella enterica subsp. enterica serovar Enteritidis,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EGW4717319.1?report=genbank&log$=prottop&blast_rank=1285&RID=1W6HPFAE013"",""EGW4717319.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica serovar Typhimurium],Salmonella enterica subsp. enterica serovar Typhimurium,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ECM9865622.1?report=genbank&log$=prottop&blast_rank=1286&RID=1W6HPFAE013"",""ECM9865622.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EBC0457771.1?report=genbank&log$=prottop&blast_rank=1287&RID=1W6HPFAE013"",""EBC0457771.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_079835253.1?report=genbank&log$=prottop&blast_rank=1288&RID=1W6HPFAE013"",""WP_079835253.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EAV4087840.1?report=genbank&log$=prottop&blast_rank=1289&RID=1W6HPFAE013"",""EAV4087840.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EGB2894883.1?report=genbank&log$=prottop&blast_rank=1290&RID=1W6HPFAE013"",""EGB2894883.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106104639.1?report=genbank&log$=prottop&blast_rank=1291&RID=1W6HPFAE013"",""WP_106104639.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EIL4495403.1?report=genbank&log$=prottop&blast_rank=1292&RID=1W6HPFAE013"",""EIL4495403.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EOF6283292.1?report=genbank&log$=prottop&blast_rank=1293&RID=1W6HPFAE013"",""EOF6283292.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_001192408.1?report=genbank&log$=prottop&blast_rank=1294&RID=1W6HPFAE013"",""WP_001192408.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica serovar Enteritidis],Salmonella enterica subsp. enterica serovar Enteritidis,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ECK2907799.1?report=genbank&log$=prottop&blast_rank=1295&RID=1W6HPFAE013"",""ECK2907799.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica serovar Enteritidis],Salmonella enterica subsp. enterica serovar Enteritidis,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EBG9571495.1?report=genbank&log$=prottop&blast_rank=1296&RID=1W6HPFAE013"",""EBG9571495.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EBG6453991.1?report=genbank&log$=prottop&blast_rank=1297&RID=1W6HPFAE013"",""EBG6453991.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EJY5231841.1?report=genbank&log$=prottop&blast_rank=1298&RID=1W6HPFAE013"",""EJY5231841.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_193579617.1?report=genbank&log$=prottop&blast_rank=1299&RID=1W6HPFAE013"",""WP_193579617.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_422663326.1?report=genbank&log$=prottop&blast_rank=1300&RID=1W6HPFAE013"",""WP_422663326.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EAN1768552.1?report=genbank&log$=prottop&blast_rank=1301&RID=1W6HPFAE013"",""EAN1768552.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica serovar Infantis],Salmonella enterica subsp. enterica serovar Infantis,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EFU6950594.1?report=genbank&log$=prottop&blast_rank=1302&RID=1W6HPFAE013"",""EFU6950594.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EBJ2121405.1?report=genbank&log$=prottop&blast_rank=1303&RID=1W6HPFAE013"",""EBJ2121405.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica serovar Grumpensis],Salmonella enterica subsp. enterica serovar Grumpensis,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HGJ4158394.1?report=genbank&log$=prottop&blast_rank=1304&RID=1W6HPFAE013"",""HGJ4158394.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Salmonella],Salmonella,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_322499472.1?report=genbank&log$=prottop&blast_rank=1305&RID=1W6HPFAE013"",""WP_322499472.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Salmonella],Salmonella,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_023232418.1?report=genbank&log$=prottop&blast_rank=1306&RID=1W6HPFAE013"",""WP_023232418.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica],Salmonella enterica subsp. enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EDW2284410.1?report=genbank&log$=prottop&blast_rank=1307&RID=1W6HPFAE013"",""EDW2284410.1"")"
transcription/translation regulatory transformer protein RfaH [Enterobacter oligotrophicus],Enterobacter oligotrophicus,82.8,82.8,98%,5e-18,78.72,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_152082646.1?report=genbank&log$=prottop&blast_rank=1308&RID=1W6HPFAE013"",""WP_152082646.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058115055.1?report=genbank&log$=prottop&blast_rank=1309&RID=1W6HPFAE013"",""WP_058115055.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EBD5899171.1?report=genbank&log$=prottop&blast_rank=1310&RID=1W6HPFAE013"",""EBD5899171.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EJH3033747.1?report=genbank&log$=prottop&blast_rank=1311&RID=1W6HPFAE013"",""EJH3033747.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_350399150.1?report=genbank&log$=prottop&blast_rank=1312&RID=1W6HPFAE013"",""WP_350399150.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica serovar Anatum],Salmonella enterica subsp. enterica serovar Anatum,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ECA9357427.1?report=genbank&log$=prottop&blast_rank=1313&RID=1W6HPFAE013"",""ECA9357427.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EIP3425186.1?report=genbank&log$=prottop&blast_rank=1314&RID=1W6HPFAE013"",""EIP3425186.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_322835886.1?report=genbank&log$=prottop&blast_rank=1315&RID=1W6HPFAE013"",""WP_322835886.1"")"
transcriptional activator rfaH [Enterobacter hormaechei subsp. hoffmannii UCICRE 9],Enterobacter hormaechei subsp. hoffmannii UCICRE 9,83.2,83.2,98%,5e-18,80.85,174,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ESL93327.1?report=genbank&log$=prottop&blast_rank=1316&RID=1W6HPFAE013"",""ESL93327.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EBC1954082.1?report=genbank&log$=prottop&blast_rank=1317&RID=1W6HPFAE013"",""EBC1954082.1"")"
transcription/translation regulatory transformer protein RfaH [Franconibacter helveticus],Franconibacter helveticus,82.8,82.8,100%,5e-18,77.08,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024553897.1?report=genbank&log$=prottop&blast_rank=1318&RID=1W6HPFAE013"",""WP_024553897.1"")"
transcription/translation regulatory transformer protein RfaH [Enterobacter hormaechei],Enterobacter hormaechei,82.8,82.8,98%,5e-18,80.85,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_196277815.1?report=genbank&log$=prottop&blast_rank=1319&RID=1W6HPFAE013"",""WP_196277815.1"")"
transcription/translation regulatory transformer protein RfaH [Enterobacter roggenkampii],Enterobacter roggenkampii,82.8,82.8,98%,5e-18,80.85,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_306698864.1?report=genbank&log$=prottop&blast_rank=1320&RID=1W6HPFAE013"",""WP_306698864.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Enterobacter],Enterobacter,82.8,82.8,98%,5e-18,80.85,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_242173182.1?report=genbank&log$=prottop&blast_rank=1321&RID=1W6HPFAE013"",""WP_242173182.1"")"
transcription/translation regulatory transformer protein RfaH [Enterobacter hormaechei],Enterobacter hormaechei,82.8,82.8,98%,5e-18,80.85,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAS1316675.1?report=genbank&log$=prottop&blast_rank=1322&RID=1W6HPFAE013"",""HAS1316675.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Enterobacter],Enterobacter,82.8,82.8,98%,5e-18,80.85,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_032626529.1?report=genbank&log$=prottop&blast_rank=1323&RID=1W6HPFAE013"",""WP_032626529.1"")"
transcription/translation regulatory transformer protein RfaH [Enterobacter asburiae],Enterobacter asburiae,82.8,82.8,98%,5e-18,80.85,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_302225032.1?report=genbank&log$=prottop&blast_rank=1324&RID=1W6HPFAE013"",""WP_302225032.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EIP7048156.1?report=genbank&log$=prottop&blast_rank=1325&RID=1W6HPFAE013"",""EIP7048156.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EBE8761914.1?report=genbank&log$=prottop&blast_rank=1326&RID=1W6HPFAE013"",""EBE8761914.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica serovar Newport],Salmonella enterica subsp. enterica serovar Newport,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ECF2421090.1?report=genbank&log$=prottop&blast_rank=1327&RID=1W6HPFAE013"",""ECF2421090.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EBU5745887.1?report=genbank&log$=prottop&blast_rank=1328&RID=1W6HPFAE013"",""EBU5745887.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica serovar Heidelberg],Salmonella enterica subsp. enterica serovar Heidelberg,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ECS2065890.1?report=genbank&log$=prottop&blast_rank=1329&RID=1W6HPFAE013"",""ECS2065890.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EAX9309774.1?report=genbank&log$=prottop&blast_rank=1330&RID=1W6HPFAE013"",""EAX9309774.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EAR6658659.1?report=genbank&log$=prottop&blast_rank=1331&RID=1W6HPFAE013"",""EAR6658659.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EAZ3930683.1?report=genbank&log$=prottop&blast_rank=1332&RID=1W6HPFAE013"",""EAZ3930683.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EAM3016746.1?report=genbank&log$=prottop&blast_rank=1333&RID=1W6HPFAE013"",""EAM3016746.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EAA7244742.1?report=genbank&log$=prottop&blast_rank=1334&RID=1W6HPFAE013"",""EAA7244742.1"")"
transcriptional activator rfaH [Enterobacter hormaechei],Enterobacter hormaechei,83.2,83.2,98%,5e-18,80.85,174,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SAA68441.1?report=genbank&log$=prottop&blast_rank=1335&RID=1W6HPFAE013"",""SAA68441.1"")"
transcriptional activator rfaH [Enterobacter hormaechei],Enterobacter hormaechei,83.2,83.2,98%,5e-18,80.85,174,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CZX49170.1?report=genbank&log$=prottop&blast_rank=1336&RID=1W6HPFAE013"",""CZX49170.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EBS7635743.1?report=genbank&log$=prottop&blast_rank=1337&RID=1W6HPFAE013"",""EBS7635743.1"")"
transcription/translation regulatory transformer protein RfaH [Enterobacter mori],Enterobacter mori,82.8,82.8,98%,5e-18,80.85,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HFT7526875.1?report=genbank&log$=prottop&blast_rank=1338&RID=1W6HPFAE013"",""HFT7526875.1"")"
transcription/translation regulatory transformer protein RfaH [Enterobacter quasiroggenkampii],Enterobacter quasiroggenkampii,82.8,82.8,98%,5e-18,80.85,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_262797405.1?report=genbank&log$=prottop&blast_rank=1339&RID=1W6HPFAE013"",""WP_262797405.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Enterobacter],Enterobacter,82.8,82.8,98%,5e-18,80.85,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_033146887.1?report=genbank&log$=prottop&blast_rank=1340&RID=1W6HPFAE013"",""WP_033146887.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Salmonella],Salmonella,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_001192407.1?report=genbank&log$=prottop&blast_rank=1341&RID=1W6HPFAE013"",""WP_001192407.1"")"
transcription/translation regulatory transformer protein RfaH [Franconibacter daqui],Franconibacter daqui,82.8,82.8,100%,5e-18,77.08,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_338464144.1?report=genbank&log$=prottop&blast_rank=1342&RID=1W6HPFAE013"",""WP_338464144.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica serovar Heidelberg],Salmonella enterica subsp. enterica serovar Heidelberg,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EDC1316031.1?report=genbank&log$=prottop&blast_rank=1343&RID=1W6HPFAE013"",""EDC1316031.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ELS4154315.1?report=genbank&log$=prottop&blast_rank=1344&RID=1W6HPFAE013"",""ELS4154315.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica],Salmonella enterica,82.8,82.8,98%,5e-18,82.98,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EGS0561433.1?report=genbank&log$=prottop&blast_rank=1345&RID=1W6HPFAE013"",""EGS0561433.1"")"
